 id , timestamp , ax , ay , az , gx , gy , gz , mx , my , mz , t , p , h , l , n 
Dummy,1571751129517,107,-40,-1079,,,,,,,,,,,
Dummy,1571751129617,87,-48,-1026,,,,,,,,,,,
Dummy,1571751129716,93,-37,-987,,,,,,,,,,,
Dummy,1571751129816,97,-35,-1009,,,,,,,,,,,
Dummy,1571751129915,95,-54,-1050,,,,,,,,,,,
Dummy,1571751130015,89,-17,-1048,,,,,,,,,,,
Dummy,1571751130115,85,-1,-1077,,,,,,,,,,,
Dummy,1571751130214,72,44,-1011,,,,,,,,,,,
Dummy,1571751130313,46,87,-1054,,,,,,,,,,,
Dummy,1571751130413,66,115,-977,,,,,,,,,,,
Dummy,1571751130513,85,128,-976,,,,,,,,,,,
Dummy,1571751130612,99,160,-987,,,,,,,,,,,
Dummy,1571751130712,81,134,-1032,,,,,,,,,,,
Dummy,1571751130812,89,42,-1056,,,,,,,,,,,
Dummy,1571751130911,117,162,-1038,,,,,,,,,,,
Dummy,1571751131011,113,1,-1052,,,,,,,,,,,
Dummy,1571751131111,87,23,-1003,,,,,,,,,,,
Dummy,1571751131210,138,-29,-999,,,,,,,,,,,
Dummy,1571751131310,99,-54,-1015,,,,,,,,,,,
